Year,Site code,Site name,Nation,Number of cases,"Surgery on day of, or day after, admission (n)","Surgery on day of, or day after, admission (d)","Surgery on day of, or day after, admission (%)",Surgery supervised by consultant surgeon and anaesthetist (n),Surgery supervised by consultant surgeon and anaesthetist (d),Surgery supervised by consultant surgeon and anaesthetist (%),General anaesthetic (n),General anaesthetic (d),General anaesthetic (%),General anaesthetic and nerve block (of all GA)(n),General anaesthetic and nerve block (of all GA) (d),General anaesthetic and nerve block (of all GA) (%),Spinal anaesthetic (n),Spinal anaesthetic (d),Spinal anaesthetic (%),Spinal anaesthetic and nerve block (of all SA) (n),Spinal anaesthetic and nerve block (of all SA) (d),Spinal anaesthetic and nerve block (of all SA) (%),Proportion of arthroplasties which are cemented (n),Proportion of arthroplasties which are cemented (d),Proportion of arthroplasties which are cemented (%),Eligible displaced intracapsular fractures treated with THR (n),Eligible displaced intracapsular fractures treated with THR (d),Eligible displaced intracapsular fractures treated with THR (%),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (n),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (d),Intertrochanteric fractures (excl. reverse oblique) treated with SHS (%),Subtrochanteric fractures treated with an IM nail (n),Subtrochanteric fractures treated with an IM nail (d),Subtrochanteric fractures treated with an IM nail (%),NICE compliant surgery (n),NICE compliant surgery (d),NICE compliant surgery (%),Admitted to orthopaedic ward within 4 hours (n),Admitted to orthopaedic ward within 4 hours (d),Admitted to orthopaedic ward within 4 hours (%),Mental test score recorded on admission (n),Mental test score recorded on admission (d),Mental test score recorded on admission (%),Perioperative medical assessment (n),Perioperative medical assessment (d),Perioperative medical assessment (%),Physiotherapy assessment by the day after surgery (n),Physiotherapy assessment by the day after surgery (d),Physiotherapy assessment by the day after surgery (%),Mobilised out of bed by the day after surgery (n),Mobilised out of bed by the day after surgery (d),Mobilised out of bed by the day after surgery (%),Nutritional risk assessment (n),Nutritional risk assessment (d),Nutritional risk assessment (%),Delirium assessment (n),Delirium assessment (d),Delirium assessment (%),Not delirious when tested post-op. (n),Not delirious when tested post-op. (d),Not delirious when tested post-op. (%),Received falls assessment (n),Received falls assessment (d),Received falls assessment (%),Received bone health assessment (n),Received bone health assessment (d),Received bone health assessment (%),Met best practice criteria (n),Met best practice criteria (d),Met best practice criteria (%),Case ascertainment: total cases compared to last year (n),Case ascertainment: total cases compared to last year (d),Case ascertainment: total cases compared to last year (%),Acute length of stay (days),Overall hospital length of stay (days),Documented final discharge destination (n),Documented final discharge destination (d),Documented final discharge destination (%),Discharge to original residence within 120 days (n),Discharge to original residence within 120 days (d),Discharge to original residence within 120 days (%),Hip fractures which were sustained as an inpatient (n),Hip fractures which were sustained as an inpatient (d),Hip fractures which were sustained as an inpatient (%),Documented not to have developed a pressure ulcer (n),Documented not to have developed a pressure ulcer (d),Documented not to have developed a pressure ulcer (%),Documented not to have had a reoperation within 120 days (n),Documented not to have had a reoperation within 120 days (d),Documented not to have had a reoperation within 120 days (%),120 day follow up (n),120 day follow up (d),120 day follow up (%),Crude 30 day mortality rate (n),Crude 30 day mortality rate (d),Crude 30 day mortality rate (%),Adjusted 30 day mortality rate (%)
2022,SCU,Scunthorpe General Hospital,England,219,164,216,76,162,216,75,48,216,22,26,48,54,171,216,79,64,171,37,110,116,95,16,49,31,41,66,62,24,26,92,145,213,68,0,213,0,217,219,99,199,219,91,214,216,99,155,216,72,219,219,100,214,216,99,144,216,67,217,219,99,217,219,99,152,216,70,219,245,89,,16,167,219,76,122,219,56,*,219,*,204,219,93,144,219,66,63,200,32,16,219,7,8
2022,STD,South Tyneside District Hospital,England,222,164,215,76,151,215,70,35,215,16,*,35,*,183,215,85,82,183,45,99,100,99,11,37,30,67,77,87,9,10,90,167,203,82,98,210,47,167,222,75,203,222,91,214,215,100,194,215,90,222,222,100,144,215,67,107,215,50,219,222,99,220,222,99,87,215,41,222,212,105,17,18,210,222,95,158,222,71,*,222,*,188,222,85,149,222,67,138,201,69,21,222,9,11
2022,SGH,Southampton General Hospital,England,829,138,805,17,282,805,35,386,805,48,316,386,82,427,805,53,298,427,70,400,404,99,60,238,25,18,266,7,40,43,93,329,786,42,95,794,12,768,829,93,772,829,93,788,805,98,637,805,79,824,829,99,441,805,55,355,805,44,803,829,97,821,829,99,80,805,10,829,655,127,18,19,734,829,89,556,829,67,32,829,4,810,829,98,301,829,36,387,781,50,32,829,4,5
2022,SEH,Southend Hospital,England,421,148,378,39,273,378,72,199,378,53,101,199,51,173,378,46,112,173,65,180,190,95,26,66,39,67,119,56,10,14,71,260,365,71,12,405,3,345,421,82,236,421,56,324,378,86,233,378,62,286,421,68,280,378,74,223,378,59,374,421,89,332,421,79,74,378,20,421,205,205,19,19,331,421,79,316,421,75,*,421,*,236,421,56,106,421,25,110,320,34,28,421,7,6
2022,FRY,Southmead Hospital,England,588,244,433,56,311,433,72,418,433,97,373,418,89,19,433,4,*,18,*,247,247,100,26,90,29,120,188,64,24,31,77,349,433,81,52,437,12,446,588,76,408,588,69,429,433,99,380,433,88,445,588,76,424,433,98,352,433,81,442,588,75,445,588,76,220,433,51,588,391,150,21,21,447,588,76,348,588,59,19,588,3,435,588,74,227,588,39,292,532,55,49,588,8,7
2022,SOU,Southport and Formby District General,England,337,187,320,58,319,320,100,245,320,77,167,245,68,83,320,26,28,83,34,169,174,97,20,84,24,45,78,58,*,*,*,201,319,63,18,330,6,334,337,99,168,337,50,319,320,100,318,320,99,337,337,100,319,320,100,245,320,77,335,337,99,337,337,100,110,320,34,337,313,108,12,20,335,337,99,258,337,77,*,337,*,337,337,100,81,337,24,185,327,57,14,337,4,5
2022,GEO,St George's Hospital,England,228,160,222,72,126,222,57,167,222,75,37,167,22,82,222,37,12,82,15,105,105,100,*,37,*,44,66,67,15,15,100,152,207,73,*,220,*,217,228,95,216,228,95,218,222,98,205,222,92,227,228,100,195,222,88,142,222,64,226,228,99,226,228,99,127,222,57,228,220,104,24,29,206,228,90,175,228,77,*,228,*,224,228,98,0,228,0,0,204,0,16,228,7,8
2022,SHC,St Helier Hospital,England,487,430,480,90,433,480,90,399,480,83,264,399,66,77,480,16,16,77,21,237,259,92,20,94,21,68,122,56,13,14,93,326,480,68,*,470,*,485,487,100,484,487,99,478,480,100,453,480,94,484,487,99,476,480,99,398,480,83,486,487,100,486,487,100,425,480,89,487,428,114,24,23,447,487,92,345,487,71,10,487,2,471,487,97,315,487,65,183,446,41,33,487,7,6
2022,IOW,"St Mary's Hospital, Newport",England,195,108,182,59,29,182,16,74,182,41,25,74,34,136,182,75,23,136,17,105,109,96,*,10,*,52,59,88,*,*,*,124,145,86,39,189,21,59,195,30,11,195,6,147,182,81,108,182,59,141,195,72,0,182,0,0,182,0,148,195,76,175,195,90,0,182,0,195,149,131,15,15,101,195,52,92,195,47,*,195,*,155,195,80,0,195,0,0,181,0,*,195,*,*
2022,STM,"St Marys Hospital, Paddington",England,231,107,228,47,171,228,75,73,228,32,39,73,53,163,228,72,64,163,39,105,105,100,*,37,*,58,82,71,15,15,100,171,226,76,*,223,*,213,231,92,197,231,85,222,228,97,140,228,61,180,231,78,166,228,73,119,228,52,229,231,99,230,231,100,60,228,26,231,194,119,8,17,201,231,87,172,231,75,*,231,*,223,231,97,110,231,48,63,218,29,10,231,4,5
2022,SPH,St Peter's Hospital,England,435,283,424,67,388,424,92,418,424,99,351,418,84,11,424,3,*,11,*,198,221,90,38,111,34,*,154,*,12,12,100,178,418,43,18,417,4,426,435,98,427,435,98,423,424,100,407,424,96,430,435,99,420,424,99,315,424,74,432,435,99,433,435,100,271,424,64,435,422,103,16,17,325,435,75,232,435,53,12,435,3,431,435,99,11,435,3,22,399,6,23,435,5,6
2022,STR,St Richards Hospital,England,407,192,395,49,194,395,49,278,395,70,105,278,38,129,395,33,14,129,11,228,229,100,31,79,39,63,129,49,9,10,90,273,388,70,*,391,*,368,407,90,381,407,94,383,395,97,310,395,79,403,407,99,344,395,87,282,395,71,395,407,97,404,407,99,157,395,40,407,374,109,20,21,369,407,91,298,407,73,14,407,3,404,407,99,*,407,*,203,375,54,23,407,6,5
2022,STH,St Thomas Hospital,England,253,125,246,51,193,246,79,131,246,53,76,131,58,126,246,51,21,126,17,86,105,82,21,52,40,66,84,79,19,20,95,164,235,70,65,239,27,227,253,90,233,253,92,241,246,98,197,246,80,252,253,100,228,246,93,160,246,65,250,253,99,251,253,99,100,246,41,253,195,130,21,21,249,253,98,221,253,87,13,253,5,249,253,98,145,253,57,142,244,58,*,253,*,*
2022,SHH,Stepping Hill Hospital,England,444,231,428,54,243,428,57,368,428,86,240,368,65,56,428,13,23,56,41,185,191,97,24,83,29,127,143,89,21,25,84,338,425,80,*,427,*,422,444,95,311,444,70,410,428,96,312,428,73,439,444,99,373,428,87,284,428,66,435,444,98,440,444,99,164,428,38,444,383,116,23,23,412,444,93,272,444,61,*,444,*,425,444,96,173,444,39,0,406,0,28,444,6,6
2022,SMV,Stoke Mandeville Hospital,England,384,195,378,52,348,378,92,246,378,65,187,246,76,138,378,37,95,138,69,183,184,100,39,93,42,61,96,64,15,17,88,280,374,75,9,361,3,372,384,97,342,384,89,367,378,97,267,378,71,353,384,92,348,378,92,243,378,64,376,384,98,382,384,100,151,378,40,384,317,121,19,22,352,384,92,306,384,80,16,384,4,372,384,97,162,384,42,120,360,33,19,384,5,6
2022,SUN,Sunderland Royal Hospital,England,408,316,403,78,350,403,87,152,403,38,96,152,63,254,403,63,167,254,66,198,201,99,22,69,32,102,117,87,20,23,87,327,402,81,54,384,14,399,408,98,405,408,99,401,403,100,396,403,98,407,408,100,389,403,97,237,403,59,407,408,100,407,408,100,302,403,75,408,407,100,20,21,355,408,87,262,408,64,20,408,5,363,408,89,179,408,44,160,370,43,25,408,6,6
2022,TGA,Tameside General Hospital,England,292,90,276,33,276,276,100,28,276,10,*,28,*,249,276,90,*,249,*,134,144,93,22,79,28,16,74,22,15,16,94,138,276,50,20,283,7,289,292,99,247,292,85,254,276,92,195,276,71,288,292,99,273,276,99,224,276,81,283,292,97,285,292,98,78,276,28,292,274,107,23,27,257,292,88,192,292,66,*,292,*,280,292,96,0,292,0,0,242,0,22,292,8,7
2022,GWE,The Grange University Hospital,Wales,746,422,736,57,344,736,47,288,736,39,249,288,87,446,736,61,404,446,91,345,354,98,44,157,28,184,234,79,32,37,87,486,683,71,42,702,6,547,746,73,696,746,93,717,736,97,553,736,75,718,746,96,727,736,99,588,736,80,741,746,99,742,746,100,279,736,38,746,685,109,6,38,724,746,97,560,746,75,35,746,5,721,746,97,421,746,56,452,623,73,41,746,6,7
2022,PMS,The Great Western Hospital,England,425,259,425,61,237,425,56,126,425,30,91,126,72,289,425,68,260,289,90,245,249,98,24,105,23,105,111,95,20,21,95,331,424,78,9,404,2,418,425,98,354,425,83,419,425,99,378,425,89,414,425,97,401,425,94,264,425,62,419,425,99,425,425,100,205,425,48,425,369,115,15,21,377,425,89,304,425,72,16,425,4,367,425,86,107,425,25,98,397,25,31,425,7,6
2022,IPS,The Ipswich Hospital,England,531,297,509,58,458,509,90,436,509,86,362,436,83,79,509,16,29,79,37,275,275,100,*,125,*,165,178,93,32,34,94,367,504,73,137,514,27,523,531,99,497,531,94,504,509,99,400,509,79,519,531,98,503,509,99,313,509,62,524,531,99,526,531,99,265,509,52,531,446,119,14,19,503,531,95,418,531,79,14,531,2,526,531,99,399,531,75,155,493,31,41,531,8,7
2022,TOR,Torbay Hospital,England,532,305,521,59,330,521,63,211,521,41,185,211,88,318,521,61,269,318,85,253,257,98,44,129,34,125,172,73,25,25,100,382,517,74,11,515,2,517,532,97,500,532,94,500,521,96,416,521,80,527,532,99,508,521,98,425,521,82,528,532,99,529,532,99,276,521,53,532,442,120,12,21,513,532,96,422,532,79,17,532,3,518,532,97,*,532,*,100,486,21,32,532,6,6
2022,TUN,Tunbridge Wells Hospital,England,607,327,587,56,125,587,21,81,587,14,37,81,46,527,587,90,76,527,14,272,273,100,45,132,34,104,135,77,41,47,87,444,569,78,15,582,3,566,607,93,514,607,85,586,587,100,434,587,74,508,607,84,242,587,41,211,587,36,606,607,100,605,607,100,105,587,18,607,536,113,15,16,463,607,76,404,607,67,19,607,3,469,607,77,0,607,0,0,584,0,28,607,5,6
2022,UCL,University College Hospital,England,148,89,146,61,142,146,97,57,146,39,28,57,49,90,146,62,66,90,73,47,57,83,28,61,46,25,43,58,*,*,*,81,146,56,*,143,*,143,148,97,143,148,97,146,146,100,105,146,72,144,148,97,127,146,87,108,146,74,148,148,100,148,148,100,75,146,51,148,137,108,12,14,125,148,85,112,148,76,*,148,*,139,148,94,*,148,*,*,138,*,10,148,7,10
2022,FAZ,University Hospital Aintree,England,829,355,815,44,511,815,63,750,815,92,581,750,78,62,815,8,15,62,24,422,426,99,48,161,30,173,231,75,93,97,96,629,811,78,41,792,5,803,829,97,726,829,88,811,815,100,567,815,70,810,829,98,806,815,99,589,815,72,823,829,99,825,829,100,304,815,37,829,788,105,22,27,649,829,78,509,829,61,30,829,4,812,829,98,665,829,80,0,743,0,46,829,6,6
2022,UHC,University Hospital Coventry,England,568,361,548,66,548,548,100,469,548,86,443,469,95,81,548,15,66,81,82,278,285,98,48,148,32,86,184,47,32,33,97,325,534,61,41,553,7,559,568,98,432,568,76,549,548,100,549,548,100,559,568,98,523,548,95,418,548,76,559,568,98,561,568,99,276,548,50,568,500,114,11,18,566,568,100,505,568,89,10,568,2,560,568,99,300,568,53,314,529,59,44,568,8,9
2022,LEW,University Hospital Lewisham,England,192,137,188,73,167,188,89,114,188,61,83,114,73,74,188,39,42,74,57,95,95,100,9,43,21,65,68,96,10,10,100,150,188,80,10,184,5,188,192,98,189,192,98,186,188,99,145,188,77,192,192,100,188,188,100,117,188,62,191,192,100,192,192,100,131,188,70,192,160,120,18,23,185,192,96,155,192,81,*,192,*,190,192,99,55,192,29,140,179,78,*,192,*,*
2022,DRY,University Hospital of North Durham,England,401,226,392,58,128,392,33,206,392,53,140,206,68,192,392,49,103,192,54,201,205,98,13,70,19,87,108,81,29,31,94,295,389,76,39,384,10,387,401,97,366,401,91,386,392,99,312,392,80,394,401,98,391,392,100,272,392,69,396,401,99,399,401,100,187,392,48,401,380,106,12,18,396,401,99,318,401,79,14,401,4,400,401,100,182,401,45,177,378,47,27,401,7,6
2022,STO,University Hospital of North Staffordshire,England,748,250,689,36,347,689,50,484,689,70,283,484,59,225,689,33,85,225,38,331,362,91,39,136,29,260,281,93,18,27,67,528,674,78,13,711,2,668,748,89,680,748,91,674,689,98,509,689,74,717,748,96,656,689,95,499,689,72,725,748,97,733,748,98,207,689,30,748,725,103,17,19,588,748,79,508,748,68,35,748,5,716,748,96,0,748,0,0,691,0,45,748,6,6
2022,NTG,University Hospital of North Tees,England,403,226,373,61,256,373,69,77,373,21,43,77,56,297,373,80,149,297,50,169,182,93,15,75,20,91,158,58,12,18,67,243,370,66,40,386,10,394,403,98,359,403,89,365,373,98,196,373,53,403,403,100,322,373,86,255,373,68,400,403,99,399,403,99,184,373,49,403,379,106,16,16,327,403,81,280,403,70,17,403,4,397,403,99,247,403,61,121,383,32,23,403,6,4
2022,UHW,University Hospital of Wales,Wales,532,271,456,59,253,456,56,270,456,59,76,270,28,197,456,43,43,197,22,205,215,95,23,101,23,83,124,67,11,12,83,343,455,75,*,492,*,492,532,93,470,532,88,495,456,109,392,456,86,473,532,89,430,456,94,285,456,63,522,532,98,523,532,98,172,456,38,532,476,112,37,35,493,532,93,380,532,71,35,532,7,479,532,90,0,532,0,154,447,35,25,532,5,5
2022,UHN,University Hospital Queens Medical Centre,England,811,467,788,59,482,788,61,469,788,60,457,469,97,321,788,41,309,321,96,356,362,98,27,156,17,224,290,77,46,50,92,572,767,75,*,791,*,801,811,99,756,811,93,771,788,98,629,788,80,802,811,99,768,788,98,658,788,84,792,811,98,806,811,99,424,788,54,811,788,103,16,19,584,811,72,505,811,62,18,811,2,793,811,98,57,811,7,31,740,4,57,811,7,8
2022,VIC,Victoria Hospital,England,372,240,366,66,64,366,18,37,366,10,9,37,24,329,366,90,148,329,45,151,177,85,*,58,*,125,169,74,0,0,,218,340,64,19,359,5,335,372,90,312,372,84,357,366,98,317,366,87,369,372,99,336,366,92,272,366,74,339,372,91,369,372,99,173,366,47,372,154,242,21,24,350,372,94,285,372,77,*,372,*,354,372,95,0,372,0,0,340,0,11,372,3,2
2022,WDG,Warrington District General Hospital,England,369,100,363,28,342,363,94,282,363,78,164,282,58,84,363,23,23,84,27,152,160,95,11,72,15,97,134,72,*,*,*,236,355,67,*,350,*,365,369,99,256,369,69,359,363,99,250,363,69,352,369,95,280,363,77,229,363,63,303,369,82,367,369,100,65,363,18,369,340,109,22,27,281,369,76,214,369,58,16,369,4,328,369,89,35,369,10,46,337,14,20,369,5,6
2022,WAR,Warwick Hospital,England,409,297,404,74,311,404,77,187,404,46,91,187,49,232,404,57,38,232,16,143,232,62,30,120,25,88,131,67,*,*,*,205,396,52,64,386,17,403,409,99,381,409,93,404,404,100,404,404,100,403,409,99,398,404,99,289,404,72,409,409,100,409,409,100,270,404,67,409,360,114,15,22,390,409,95,343,409,84,*,409,*,407,409,100,253,409,62,223,391,57,9,409,2,3
2022,WAT,Watford General Hospital,England,521,378,514,74,513,514,100,315,514,61,43,315,14,192,514,37,10,192,6,204,232,88,*,134,*,10,137,7,39,40,98,220,512,43,92,502,18,517,521,99,514,521,99,509,514,99,485,514,94,514,521,99,504,514,98,397,514,77,499,521,96,518,521,99,359,514,70,521,423,123,17,21,487,521,94,374,521,72,11,521,2,505,521,97,58,521,11,212,470,45,36,521,7,8
2022,WMU,West Middlesex University Hospital,England,248,160,245,65,51,245,21,114,245,47,17,114,15,145,245,59,*,145,*,129,132,98,*,36,*,30,43,70,13,27,48,178,243,73,24,239,10,240,248,97,243,248,98,245,245,100,226,245,92,247,248,100,245,245,100,184,245,75,246,248,99,247,248,100,154,245,63,248,271,92,18,20,241,248,97,215,248,87,*,248,*,246,248,99,172,248,69,160,231,69,10,248,4,5
2022,WSH,West Suffolk Hospital,England,458,378,449,84,417,449,93,435,449,97,173,435,40,14,449,3,*,14,*,254,256,99,25,127,20,93,166,56,*,*,*,271,448,61,20,445,5,457,458,100,452,458,99,446,449,99,342,449,76,458,458,100,447,449,100,332,449,74,457,458,100,458,458,100,372,449,83,458,376,122,14,18,426,458,93,355,458,78,*,458,*,453,458,99,186,458,41,175,428,41,26,458,6,6
2022,WWG,West Wales General,Wales,381,250,372,67,52,372,14,116,372,31,114,116,98,257,372,69,237,257,92,210,211,100,12,93,13,75,117,64,33,38,87,237,363,65,23,365,6,360,381,95,269,381,71,354,372,95,274,372,74,322,381,85,318,372,86,282,372,76,352,381,92,373,381,98,123,372,33,381,355,107,26,28,359,381,94,275,381,72,10,381,3,318,381,84,176,381,46,134,316,42,31,381,8,8
2022,WGH,Weston General Hospital,England,297,198,287,69,269,287,94,102,287,36,83,102,81,185,287,65,116,185,63,137,137,100,25,69,36,75,86,87,13,17,77,229,286,80,11,288,4,294,297,99,264,297,89,246,287,86,275,287,96,270,297,91,282,287,98,242,287,84,266,297,90,291,297,98,148,287,52,297,231,129,14,19,266,297,90,209,297,70,*,297,*,290,297,98,267,297,90,46,268,17,20,297,7,6
2022,WEX,Wexham Park Hospital,England,439,304,422,72,379,422,90,115,422,27,44,115,38,309,422,73,55,309,18,240,244,98,18,95,19,92,136,68,15,16,94,280,405,69,0,415,0,423,439,96,426,439,97,420,422,100,350,422,83,406,439,93,415,422,98,282,422,67,428,439,98,437,439,100,265,422,63,439,408,108,17,17,400,439,91,313,439,71,18,439,4,337,439,77,127,439,29,156,387,40,42,439,10,10
2022,WHC,Whipps Cross Hospital,England,598,277,589,47,197,589,33,475,589,81,351,475,74,113,589,19,55,113,49,241,267,90,30,112,27,135,242,56,35,36,97,377,586,64,*,577,*,571,598,96,585,598,98,569,589,97,402,589,68,545,598,91,556,589,94,451,589,77,591,598,99,592,598,99,220,589,37,598,517,116,20,21,542,598,91,440,598,74,9,598,2,579,598,97,170,598,28,112,547,21,35,598,6,6
2022,WHI,Whiston Hospital,England,382,225,382,59,339,382,89,247,382,65,82,247,33,139,382,36,31,139,22,210,212,99,28,81,35,88,111,79,20,21,95,294,377,78,44,363,12,368,382,96,331,382,87,379,382,99,369,382,97,366,382,96,370,382,97,266,382,70,370,382,97,380,382,100,185,382,48,382,399,96,13,23,330,382,86,294,382,77,16,382,4,190,382,50,0,382,0,0,359,0,13,382,3,4
2022,WHT,Whittington Hospital,England,198,168,194,87,52,194,27,59,194,30,46,59,78,129,194,67,81,129,63,68,79,86,*,19,*,40,72,56,13,14,93,134,192,70,*,192,*,187,198,94,186,198,94,188,194,97,165,194,85,175,198,88,180,194,93,140,194,72,195,198,99,198,198,100,122,194,63,198,136,146,16,16,171,198,86,146,198,74,*,198,*,188,198,95,59,198,30,60,187,32,*,198,*,5
2022,WHH,William Harvey Hospital,England,524,329,506,65,210,506,42,82,506,16,35,82,43,423,506,84,193,423,46,203,231,88,42,159,26,122,156,78,45,55,82,326,504,65,10,516,2,513,524,98,516,524,99,495,506,98,448,506,89,517,524,99,505,506,100,429,506,85,518,524,99,520,524,99,316,506,63,524,493,106,19,18,439,524,84,352,524,67,*,524,*,508,524,97,*,524,*,171,489,35,34,524,6,9
2022,WYB,Withybush General Hospital,Wales,289,159,232,69,76,232,33,90,232,39,50,90,56,154,232,66,93,154,60,87,99,88,13,41,32,52,74,70,9,9,100,157,210,75,24,269,9,215,289,74,*,289,*,225,232,97,185,232,80,230,289,80,149,232,64,118,232,51,*,289,*,144,289,50,0,232,0,289,208,139,20,32,266,289,92,209,289,72,11,289,4,135,289,47,76,289,26,52,224,23,22,289,8,7
2022,WRC,Worcestershire Royal Hospital,England,747,441,725,61,183,725,25,538,725,74,332,538,62,206,725,28,98,206,48,377,390,97,26,160,16,170,233,73,38,40,95,505,719,70,23,701,3,707,747,95,220,747,30,715,725,99,596,725,82,682,747,91,599,725,83,525,725,72,458,747,61,734,747,98,105,725,15,747,209,357,10,11,475,747,64,415,747,56,12,747,2,712,747,95,*,747,*,0,707,0,54,747,7,7
2022,WRG,Worthing Hospital,England,503,184,481,38,117,481,24,358,481,74,130,358,36,142,481,30,21,142,15,254,257,99,19,102,19,117,148,79,34,44,77,334,464,72,50,484,10,452,503,90,495,503,98,480,481,100,329,481,68,502,503,100,455,481,95,339,481,71,498,503,99,498,503,99,160,481,33,503,458,110,24,24,419,503,83,262,503,52,15,503,3,497,503,99,218,503,43,224,452,50,36,503,7,8
2022,WYT,Wythenshawe Hospital,England,518,370,505,73,330,505,65,293,505,58,110,293,38,218,505,43,44,218,20,232,244,95,22,120,18,112,152,74,22,23,96,346,505,69,17,397,4,517,518,100,515,518,99,501,505,99,398,505,79,515,518,99,504,505,100,382,505,76,516,518,100,512,518,99,367,505,73,518,476,109,14,32,423,518,82,321,518,62,17,518,3,503,518,97,*,518,*,*,461,*,10,518,2,2
2022,YEO,Yeovil District Hospital,England,332,248,323,77,187,323,58,206,323,64,160,206,78,127,323,39,90,127,71,183,183,100,11,74,15,49,79,62,23,23,100,226,322,70,14,313,5,328,332,99,281,332,85,285,323,88,271,323,84,287,332,86,318,323,99,219,323,68,329,332,99,329,332,99,167,323,52,332,307,108,17,18,315,332,95,247,332,74,18,332,5,321,332,97,0,332,0,164,303,54,33,332,10,9
2022,YDH,York District Hospital,England,468,266,457,58,70,457,15,206,457,45,133,206,65,259,457,57,122,259,47,262,274,96,37,133,28,90,124,73,23,24,96,301,451,67,54,439,12,444,468,95,398,468,85,443,457,97,363,457,79,462,468,99,425,457,93,340,457,74,461,468,99,460,468,98,223,457,49,468,460,102,17,23,446,468,95,336,468,72,18,468,4,454,468,97,*,468,*,0,417,0,32,468,7,7
2022,GWY,Ysbyty Gwynedd Hospital,Wales,324,242,317,76,278,317,88,252,317,80,125,252,50,65,317,21,15,65,23,130,145,90,*,80,*,83,98,85,10,15,67,195,305,64,*,299,*,278,324,86,133,324,41,314,317,99,287,317,91,317,324,98,276,317,87,223,317,70,314,324,97,324,324,100,86,317,27,324,312,104,20,33,315,324,97,257,324,79,*,324,*,297,324,92,308,324,95,161,278,58,14,324,4,5
