,PUMA Number,PUMA Name,Latitude,Longitude,Elevation,Time Zone
841,G19001500,Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities PUMA,41.651,-93.844,304,-6
842,G19001600,Polk County (East)--Ankeny & Altoona Cities PUMA,41.71,-93.527,288,-6
843,G19001800,South Central Iowa PUMA,41.052,-93.971,347,-6
844,G19002000,Woodbury & Plymouth Counties--Sioux City PUMA,42.568,-96.125,415,-6
845,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",41.101,-92.182,240,-6
846,G19001200,"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA",41.929,-92.441,241,-6
847,G19001400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA",41.472,-93.501,247,-6
848,G19001700,Des Moines City PUMA,41.584,-93.622,245,-6
849,G19001900,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region PUMA",42.333,-95.143,402,-6
850,G19002100,Southwest Iowa--Council Bluffs City PUMA,41.244,-95.412,343,-6
851,G19002300,"Des Moines, Lee, Henry & Louisa Counties PUMA",40.925,-91.381,228,-6
852,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",43.206,-95.477,450,-6
853,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",43.204,-93.515,362,-6
854,G20000100,Northwest Kansas PUMA,39.184,-100.376,820,-6
855,G20000200,North Central Kansas--Salina City PUMA,39.386,-97.471,454,-6
856,G20000300,"Riley, Geary & Pottawatomie Counties--Manhattan City PUMA",39.268,-96.562,343,-6
857,G20000400,Northeast Kansas PUMA,39.415,-95.214,327,-6
858,G20000500,Wyandotte County--Kansas City PUMA,39.115,-94.763,282,-6
859,G20000601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities PUMA",38.971,-94.886,300,-6
860,G20000602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities PUMA",38.985,-94.661,308,-6
861,G20000603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities PUMA",38.832,-94.89,327,-6
862,G20000604,Johnson County (Southeast)--Blue Valley Region PUMA,38.835,-94.681,313,-6
863,G20000700,Douglas County--Lawrence City PUMA,38.897,-95.291,316,-6
864,G20000801,Shawnee County (Central)--Topeka City PUMA,39.051,-95.681,282,-6
865,G20000802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA",39.142,-95.84,304,-6
866,G20000900,Flint Hills Region--Emporia City PUMA,37.933,-96.364,413,-6
867,G20001000,Central Kansas--Hutchinson City PUMA,38.195,-97.989,516,-6
868,G20001100,South Central Kansas PUMA,37.692,-98.66,559,-6
869,G20001200,"Southwest Kansas--Dodge City, Garden City & Liberal City PUMA",37.632,-100.806,896,-6
870,G20001301,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities PUMA,37.953,-97.458,421,-6
871,G20001302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast) PUMA,37.83,-96.863,402,-6
872,G20001303,Sedgwick County (Central)--Wichita City (Central) PUMA,37.676,-97.351,395,-6
873,G20001304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities PUMA,37.575,-97.299,382,-6
874,G20001400,East Central Kansas PUMA,38.215,-95.053,293,-6
875,G20001500,Southeast Kansas PUMA,37.317,-95.222,276,-6
876,G21001500,Green River Area Development District (Northeast)--Daviess & Hancock Counties PUMA,37.766,-86.997,126,-6
877,G21001600,KIPDA Area Development District (Southeast) PUMA,38.045,-85.464,204,-5
878,G21001701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA,38.232,-85.801,139,-5
879,G21001702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central) PUMA,38.244,-85.692,163,-5
880,G21001703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA,38.289,-85.553,214,-5
881,G21001704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast) PUMA,38.178,-85.522,218,-5
882,G21001705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central) PUMA,38.135,-85.646,190,-5
883,G21001706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest) PUMA,38.123,-85.828,182,-5
884,G21001800,KIPDA Area Development District (Northeast) PUMA,38.435,-85.249,262,-5
885,G21001901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central) PUMA,38.031,-84.507,298,-5
886,G21002000,Bluegrass Area Development District (West) PUMA,38.02,-84.87,254,-5
887,G21001200,Lincoln Trail Area Development District (East) PUMA,37.659,-85.46,176,-5
888,G21001400,Green River Area Development District (Southwest) PUMA,37.601,-87.404,161,-6
889,G21001902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer) PUMA,38.043,-84.453,312,-5
890,G21002700,Buffalo Trace & Gateway Area Development Districts PUMA,38.289,-83.617,239,-5
891,G21002100,Bluegrass Area Development District (South) PUMA,37.621,-84.651,250,-5
892,G21002200,Bluegrass Area Development District (Southeast) PUMA,37.727,-84.087,268,-5
893,G21002300,Bluegrass Area Development District (Northeast) PUMA,38.256,-84.281,252,-5
894,G21002400,Northern Kentucky Area Development District (North Central)--Kenton County PUMA,38.93,-84.533,262,-5
895,G21002500,Northern Kentucky Area Development District (Northwest)--Boone County PUMA,38.975,-84.731,211,-5
896,G21002800,FIVCO Area Development District PUMA,38.276,-82.912,198,-5
897,G21002600,Northern Kentucky Area Development District (Southeast) PUMA,38.679,-84.656,253,-5
898,G21000100,Purchase Area Development District PUMA,36.793,-88.697,154,-6
899,G21000200,Pennyrile Area Development District (North) PUMA,37.253,-87.739,158,-6
900,G21000300,Pennyrile Area Development District (South) PUMA,36.877,-87.611,152,-6
901,G21000400,Barren River Area Development District (Outer) PUMA,36.836,-85.85,245,-6
902,G21000500,Barren River Area Development District (Central)--Warren County PUMA,36.996,-86.424,144,-6
903,G21000600,Lake Cumberland Area Development District (West) PUMA,37.107,-85.216,272,-6
904,G21000700,Lake Cumberland Area Development District (East) PUMA,36.916,-84.631,328,-5
905,G21000800,Cumberland Valley Area Development District (North) PUMA,37.248,-84.006,330,-5
906,G21000900,Cumberland Valley Area Development District (South) PUMA,36.811,-83.721,422,-5
907,G21001000,Kentucky River Area Development District PUMA,37.353,-83.277,371,-5
908,G21001100,Big Sandy Area Development District PUMA,37.606,-82.656,322,-5
909,G21001300,Lincoln Trail Area Development District (West) PUMA,37.702,-86.274,224,-6
910,G22001300,"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes PUMA",29.814,-91.616,1,-6
911,G22001400,Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West) PUMA,30.611,-91.362,8,-6
912,G22001500,Capital Region Planning Commission 2--East Baton Rouge Parish (South) PUMA,30.37,-91.068,6,-6
913,G22001501,Capital Region Planning Commission 3--Baton Rouge City PUMA,30.444,-91.113,14,-6
914,G22001502,Capital Region Planning Commission 4--East Baton Rouge Parish (North) PUMA,30.608,-91.1,23,-6
915,G22001600,Capital Region Planning Commission 5--Ascension Parish PUMA,30.203,-90.91,1,-6
916,G22001700,Capital Region Planning Commission 6--Livingston & St. Helena Parishes PUMA,30.576,-90.719,19,-6
917,G22001800,Capital Region Planning Commission 7--Tangipahoa & Washington Parishes PUMA,30.728,-90.243,40,-6
918,G22001900,South Central Planning & Development Commission 1--River Parishes PUMA,30.009,-90.519,3,-6
919,G22002000,South Central Planning & Development Commission 2--Lafourche & Assumption Parishes PUMA,29.577,-90.537,0,-6
920,G22002100,South Central Planning & Development Commission 3--Terrebonne Parish PUMA,29.333,-90.844,1,-6
921,G22002200,Regional Planning Commission 1--St. Tammany Parish (Northwest) PUMA,30.566,-90.103,33,-6
922,G22002201,Regional Planning Commission 2--St. Tammany Parish (Southeast) PUMA,30.305,-89.807,3,-6
923,G22002300,Regional Planning Commission 3--Jefferson Parish (North) PUMA,30.117,-90.212,0,-6
924,G22000100,Coordinating & Development Corporation 1--Shreveport City (North) PUMA,32.721,-93.911,60,-6
925,G22002301,Regional Planning Commission 4--Jefferson Parish (Central) PUMA,30,-90.178,0,-6
926,G22002302,Regional Planning Commission 5--Jefferson Parish (West Bank) PUMA,29.9,-90.158,0,-6
927,G22002400,Regional Planning Commission 6--New Orleans City (Northeast) PUMA,30.087,-89.917,0,-6
928,G22002401,Regional Planning Commission 7--New Orleans City (Central) PUMA,29.968,-90.08,0,-6
929,G22002402,Regional Planning Commission 8--New Orleans City (South) PUMA,29.923,-90.021,0,-6
930,G22002500,"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA",29.56,-89.437,0,-6
931,G22001000,Acadiana Regional Development District 1--St. Landry & Evangeline Parishes PUMA,30.655,-92.178,20,-6
932,G22001201,Acadiana Regional Development District 4--Lafayette Parish (South) PUMA,30.137,-92.009,10,-6
933,G22000101,Coordinating & Development Corporation 2--Shreveport City (South) PUMA,32.338,-93.838,56,-6
934,G22000200,Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA,32.698,-93.498,52,-6
935,G22000300,Coordinating & Development Corporation 4--Northwest Louisiana PUMA,32.087,-93.242,68,-6
936,G22000400,North Delta Regional Planning & Development District 1--Ouachita Parish PUMA,32.477,-92.155,23,-6
937,G22000500,North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA,32.459,-91.804,25,-6
938,G22000600,Kisatchie Delta Regional Planning & Development District 1 PUMA,31.57,-92.152,31,-6
939,G22000700,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA,31.153,-92.854,68,-6
940,G22000800,Imperial Calcasieu Regional Planning & Development District 1 (North) PUMA,30.538,-93.228,29,-6
941,G22000900,Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA,29.965,-93.106,1,-6
942,G22001100,Acadiana Regional Development District 2--Acadia & Vermilion Parishes PUMA,29.952,-92.354,1,-6
943,G22001200,Acadiana Regional Development District 3--Lafayette Parish (North) PUMA,30.243,-92.096,10,-6
944,G23000100,Northeast Maine--Aroostook & Washington Counties PUMA,46.116,-68.265,220,-5
945,G23000200,"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties PUMA",45.369,-69.931,280,-5
946,G23000300,Penobscot County PUMA,45.391,-68.657,86,-5
947,G23000400,Kennebec County PUMA,44.417,-69.766,107,-5
948,G23000500,"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties PUMA",44.346,-68.81,18,-5
949,G23000600,Androscoggin County PUMA,44.168,-70.207,80,-5
950,G23000700,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA,43.893,-70.03,36,-5
951,G23000800,South Maine--York (West) & Cumberland (West) Counties PUMA,43.529,-70.671,118,-5
952,G23000900,Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities PUMA,43.517,-70.435,30,-5
953,G23001000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA",43.622,-70.149,0,-5
954,G24000100,Allegany & Garrett Counties--Cumberland City PUMA,39.56,-79.053,773,-5
955,G24000200,Washington County--Hagerstown City PUMA,39.604,-77.815,136,-5
956,G24000301,Frederick County (Outside Greater Frederick City) PUMA,39.472,-77.388,89,-5
957,G24000302,Frederick County (Central)--Greater Frederick City PUMA,39.436,-77.398,92,-5
958,G24000400,Carroll County PUMA,39.563,-77.016,223,-5
959,G24000501,Baltimore County (Outer) PUMA,39.579,-76.744,194,-5
960,G24000502,"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown PUMA",39.407,-76.79,152,-5
961,G24000503,"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel PUMA",39.42,-76.652,97,-5
962,G24000504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA",39.401,-76.558,125,-5
963,G24000505,"Baltimore County--Perry Hall, Middle River & Rosedale PUMA",39.364,-76.465,26,-5
964,G24000506,"Baltimore County--Dundalk, Essex & Edgemere PUMA",39.265,-76.476,0,-5
965,G24000507,"Baltimore County--Catonsville, Woodlawn & Arbutus PUMA",39.266,-76.723,116,-5
966,G24000601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville PUMA",39.6,-76.357,127,-5
967,G24000602,Harford County (South & East)--Aberdeen & Havre de Grace Cities PUMA,39.378,-76.235,1,-5
968,G24000700,Cecil County PUMA,39.562,-75.942,21,-5
969,G24000801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA",39.334,-76.677,125,-5
970,G24000802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA",39.338,-76.624,68,-5
971,G24000803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA",39.345,-76.566,67,-5
972,G24000804,"Baltimore City--Inner Harbor, Canton & Bayview PUMA",39.284,-76.565,23,-5
973,G24000805,"Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA",39.255,-76.617,11,-5
974,G24000901,Howard County (West)--Columbia (West) & Ellicott City (Northwest) PUMA,39.273,-76.971,180,-5
975,G24000902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA",39.192,-76.803,103,-5
976,G24001001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown PUMA",39.109,-77.392,94,-5
977,G24001002,Montgomery County (West Central)--Germantown & Montgomery Village PUMA,39.179,-77.226,125,-5
978,G24001003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac PUMA",39.108,-77.191,145,-5
979,G24001004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA",39.008,-77.155,73,-5
980,G24001005,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont PUMA",39.065,-77.069,122,-5
981,G24001006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA",39.089,-76.984,129,-5
982,G24001007,Montgomery County (Southeast)--Takoma Park City & Silver Spring PUMA,39.004,-77.019,83,-5
983,G24001101,Prince George's County (Northwest)--College Park City & Langley Park PUMA,38.99,-76.952,50,-5
984,G24001102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville PUMA",39.045,-76.86,43,-5
985,G24001103,Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA,38.952,-76.917,27,-5
986,G24001104,"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover PUMA",38.881,-76.884,54,-5
987,G24001105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA",38.888,-76.771,34,-5
988,G24001106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom PUMA",38.707,-76.846,70,-5
989,G24001107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills PUMA",38.81,-76.964,64,-5
990,G24001201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA",39.096,-76.708,47,-5
991,G24001202,"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park PUMA",39.178,-76.586,6,-5
992,G24001203,"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore PUMA",39.081,-76.507,0,-5
993,G24001204,"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater PUMA",38.912,-76.53,18,-5
994,G24001300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA",38.774,-76.073,11,-5
995,G24001400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA",38.202,-75.575,9,-5
996,G24001500,St. Mary's & Calvert Counties PUMA,38.313,-76.528,30,-5
997,G24001600,Charles County--La Plata Town & Waldorf PUMA,38.473,-77.015,43,-5
998,G25001900,Hampden County (Central)--Springfield City PUMA,42.115,-72.54,52,-5
999,G25001901,Hampden County (West of Springfield City)--Westfield & Holyoke Cities PUMA,42.118,-72.708,67,-5
1000,G25001902,Hampden County (East of Springfield City)--Chicopee City PUMA,42.073,-72.429,186,-5
1001,G25002400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA",42.211,-71.463,88,-5
1002,G25002800,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA",42.478,-71.084,62,-5
1003,G25003301,"Boston City--Allston, Brighton & Fenway PUMA",42.352,-71.132,14,-5
1004,G25003302,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",42.369,-71.035,3,-5
1005,G25003303,Boston City--Dorchester & South Boston PUMA,42.379,-70.803,0,-5
1006,G25003304,Boston City--Mattapan & Roxbury PUMA,42.307,-71.086,43,-5
1007,G25003305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",42.281,-71.132,41,-5
1008,G25003306,"Suffolk County (North)--Revere, Chelsea & Winthrop Town Cities PUMA",42.377,-70.988,2,-5
1009,G25003400,Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town PUMA,42.33,-71.19,48,-5
1010,G25003500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) PUMA,42.287,-71.298,37,-5
1011,G25003601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,42.092,-71.321,54,-5
1012,G25003602,"Norfolk County (Central)--Randolph, Norwood, Dedham, Canton & Holbrook Towns PUMA",42.187,-71.119,46,-5
1013,G25003603,Norfolk County (Northeast)--Quincy City & Milton Town PUMA,42.255,-71.033,16,-5
1014,G25003900,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA",42.254,-70.882,0,-5
1015,G25004000,"Plymouth & Norfolk Counties--Brockton City, Stoughton & Avon Towns PUMA",42.101,-71.057,65,-5
1016,G25004200,"Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns PUMA",41.873,-71.283,46,-5
1017,G25004301,Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA,41.684,-70.91,15,-5
1018,G25004302,Bristol County (Central)--Fall River City & Somerset Town PUMA,41.727,-71.115,58,-5
1019,G25004303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA",41.915,-71.127,16,-5
1020,G25004500,Bristol County (South)--New Bedford City & Fairhaven Town PUMA,41.528,-70.911,0,-5
1021,G25004700,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA,41.661,-70.485,17,-5
