################################################################################,,,,,,,
#,,,,,,,
# Graph type: time series,,,,,,,
#,,,,,,,
# Database time resolution: 15 Minute,,,,,,,
#,,,,,,,
# 190101 00:00 - 200101 00:00,,,,,,,
#,,,,,,,
# Selected time series:,,,,,,,
# Metstation, Wind dir, 012[M], Value (Deg.M) (),,,,
# Metstation, Wind spee, 012[M], Value (m/s) (),,,,
# Metstation, Std wdir, 012[M], Value (deg.M) (),,,,
# Metstation, Temp, 002[M], Value (deg.C) (),,,,
# Metstation, Temp, 008[M], Value (deg.C) (),,,,
# Metstation, Glob. rad, 002[M], Value (W/m2) (),,,,
# Metstation, Rel hum, 002[M], Value (%RH) (),,,,
# Metstation, Diff temp, 008[M], Value (deg.C) (),,,,
,,,,,,,
,,,,,,,
,,,,,,,
, 012[M], 012[M], 012[M], 002[M], 008[M], 002[M], 002[M]
#, Wind dir, Wind spee, Std wdir, Temp, Temp, Glob. rad, Rel hum
09/06/2019 10:30,247.8,4.07,17.81,16.602,16.37,611.3,49.99
09/06/2019 10:45,231.2,3.622,17.02,16.356,16.23,363.8,50.05
09/06/2019 11:00,253.4,3.368,18.16,15.706,15.74,351.7,49.07
09/06/2019 11:15,244.2,2.707,31.41,16.566,16.38,406.9,50.42
09/06/2019 11:30,229.3,3.128,19.47,16.498,16.33,388.3,50.42
09/06/2019 11:45,207,3.126,19.26,16.851,16.75,499.3,50.35
09/06/2019 12:00,209.9,3.477,15.75,17.673,17.42,641.3,45.96
09/06/2019 12:15,211,3.6,15.25,17.133,16.89,281.3,49.09
09/06/2019 12:30,215.7,4.31,14.86,15.483,15.42,107,56.27
09/06/2019 12:45,207.3,5.672,13.93,13.457,13.35,126.6,71.1
09/06/2019 13:00,189.3,3.642,15.66,12.342,12.41,160.7,70.7
09/06/2019 13:15,216,1.56,16.3,13.248,13.49,214.7,60.77
09/06/2019 13:30,241.9,2.352,17.8,15.732,15.72,485,51.94
09/06/2019 13:45,236.4,2.316,19.38,18.294,17.53,636.2,48.16
09/06/2019 14:00,248.6,4.603,20.72,18.098,17.44,420,56.53
09/06/2019 14:15,258.5,6.464,16.71,13.761,13.95,256.9,59.66
09/06/2019 14:30,274.1,4.795,14.35,13.05,13.29,184.4,63.03
09/06/2019 14:45,295.7,3.514,16.57,13.488,13.78,211,59.97
09/06/2019 15:00,292.7,3.269,14.82,14.495,14.6,335.2,56.22
09/06/2019 15:15,285.3,2.897,14.12,15.552,15.51,309.3,53.76
09/06/2019 15:30,286.1,2.021,18.4,15.852,15.7,229.3,52.98
09/06/2019 15:45,301.3,1.711,28.58,16.96,16.49,302,53.15
09/06/2019 16:00,276.2,2.569,27.62,17.91,17.33,460.2,48.9
09/06/2019 16:15,296.5,1.802,38.74,17.718,17.19,274.9,50.05
09/06/2019 16:30,222.4,1.158,53.99,17.484,16.87,197.3,50.85
09/06/2019 16:45,259.8,0.753,23.69,18.15,17.23,339.4,50.04
09/06/2019 17:00,269.9,2.167,16.15,19.243,18.12,396.8,48.89
09/06/2019 17:15,263.7,1.741,38.09,20.027,18.67,382.9,47.74
09/06/2019 17:30,251.8,1.603,20.81,17.994,17.38,218.4,51.05
09/06/2019 17:45,194.6,1.542,32.36,17.934,17.13,68.47,54.75
09/06/2019 18:00,206.1,3.67,31.84,15.576,15.07,10.43,72.1
09/06/2019 18:15,291.7,5.812,17.44,11.031,11.38,11.44,71.8
09/06/2019 18:30,265.5,4.279,13.58,10.484,10.52,10.27,86.4
09/06/2019 18:45,263.5,3.48,18.05,10.176,10.37,11.2,90.1
09/06/2019 19:00,301.7,4.842,13.72,10.127,10.49,16.25,89.9
09/06/2019 19:15,322,3.969,33.71,10.404,10.77,31.37,89.2
09/06/2019 19:30,291.9,1.542,54.41,10.879,11.12,37.86,89.2
09/06/2019 19:45,282.1,1.232,15.86,10.79,11.25,28.22,89.1
09/06/2019 20:00,273.2,0.124,5.536,11.166,11.34,19.92,89.6
09/06/2019 20:15,281.3,0.402,8.84,11.078,11.11,13.12,90.1
09/06/2019 20:30,135.8,0.617,15.82,11.225,10.71,5.318,90.8
09/06/2019 20:45,137.4,0.017,0.074,10.655,10.39,2.668,91.7
09/06/2019 21:00,0,0,0,10.252,10.14,1.61,91.7
09/06/2019 21:15,0,0,0,9.72001,9.85001,0.63,92.4
09/06/2019 21:30,0,0,0,9.448,9.63,0.289,92.8
09/06/2019 21:45,99.4,0.194,3.561,9.582,9.37,,92.6
09/06/2019 22:00,131.3,0.544,8.92,9.885,9.2,,93.5
09/06/2019 22:15,121.9,0.577,11.01,9.40199,9.00999,,94.1
09/06/2019 22:30,336.4,0.167,26.11,8.351,8.81,0.152,94.8
09/06/2019 22:45,307.5,0.8,19.71,8.853,9.27,,94.6
09/06/2019 23:00,272.1,0.092,7.52,9.63001,9.21001,,94
09/06/2019 23:15,127.3,0.374,28,9.467,8.83,,94.7
09/06/2019 23:30,0,0,0,8.568,8.36,,95
09/06/2019 23:45,0,0,0,7.971,8.05,0.189,95.2
10/06/2019 00:00,270.6,0.315,24.97,7.92099,8.03999,,96.2
10/06/2019 00:15,297.1,0.587,7.09,8.8,9.11,0.274,95.9
10/06/2019 00:30,279.7,0.538,9.98,9.2869999,9.38,0.141,95.4
10/06/2019 00:45,284.9,0.329,14.78,9.23401,9.24001,0.03,96.2
10/06/2019 01:00,248,0.303,5.836,9.405,9.28,,95.6
10/06/2019 01:15,267.4,0.818,8.14,8.98799,9.14999,,96.2
10/06/2019 01:30,260.8,1.126,7.81,9.13999,9.28999,0.004,96.3
10/06/2019 01:45,288.3,1.441,15.92,9.07199,9.25999,,96.3
10/06/2019 02:00,274.2,1.243,15.09,8.667,9.06,,96.2
10/06/2019 02:15,280,1.481,10.54,8.449,8.87,,96.2
10/06/2019 02:30,271.8,1.628,7.91,8.161,8.64,,96
10/06/2019 02:45,275.8,1.082,10.97,7.773,8.36,,96
10/06/2019 03:00,282.8,0.94,14.82,7.57801,8.24001,,95.9
10/06/2019 03:15,304.9,0.505,12.68,7.378,8.08,,95.8
10/06/2019 03:30,278.4,1.177,11.2,7.355,8.03,0.892,95.8
10/06/2019 03:45,273.3,0.242,4.608,7.483,8.06,2.895,95.5
10/06/2019 04:00,276.4,1.012,14.7,7.029,7.76,7.31,95.7
10/06/2019 04:15,274.9,1.46,10.07,7.338,7.84,13.92,95.5
10/06/2019 04:30,274.9,0.74,12.57,7.368,7.91,29.23,95.3
10/06/2019 04:45,301.2,0.044,0.914,7.63,8.23,41.82,95.2
10/06/2019 05:00,269.5,1.107,9.3,7.622,8.25,52.25,95
10/06/2019 05:15,269.4,1.705,9.74001,7.75499,8.39999,75,94.4
10/06/2019 05:30,321,1.059,22.19,8.14099,9.00999,94.7,93.2
10/06/2019 05:45,310.9,1.558,22.62,8.204,9.2,71.3,89.2
10/06/2019 06:00,308.1,1.375,13.3,8.42501,9.35001,92.5,85.3
10/06/2019 06:15,291,0.394,45.79,11.198,11.15,254.7,85.9
10/06/2019 06:30,324.7,1.461,19.7,13.569,12.81,291.8,80.4
10/06/2019 06:45,329.5,2.392,18.06,12.811,12.65,318,76.1
10/06/2019 07:00,353.4,2.297,21.77,12.854,12.75,292.1,73.6
10/06/2019 07:15,5.191,2.444,24.92,13.567,13.42,323.8,73.2
10/06/2019 07:30,41.94,2.086,17.77,13.375,13.11,224.4,75.2
10/06/2019 07:45,32.01,2.17,16.17,14.186,14.09,527.6,75.1
10/06/2019 08:00,25.76,2.444,22.73,15.142,14.98,370.6,68.52
10/06/2019 08:15,23.71,2.348,21.68,14.931,14.93,440.6,67.0601
10/06/2019 08:30,4.764,2.712,23.94,15.143,15.08,438.3,67.42
10/06/2019 08:45,12.93,2.592,25.93,14.679,14.81,414.8,67.21
10/06/2019 09:00,31.6,2.712,24.86,14.827,14.79,276.9,67.28
10/06/2019 09:15,36.7,2.853,20.18,14.393,14.41,260.3,66.46
10/06/2019 09:30,46.82,2.411,17.02,14.38,14.4,287.8,67.6801
10/06/2019 09:45,42.78,2.529,24.02,15.247,15.3,419,63.89
10/06/2019 10:00,33.41,2.639,20.88,15.548,15.6,395,64.02
10/06/2019 10:15,44.24,3.53,17.74,15.526,15.64,453.5,65.7
10/06/2019 10:30,48.61,3.825,15.45,15.362,15.56,495.5,62.97
10/06/2019 10:45,33.75,3.564,21.49,16.119,16.42,668.7,62.6
10/06/2019 11:00,37.33,3.772,15.04,16.122,16.49,574.4,61.17
10/06/2019 11:15,33.13,4.051,26.74,16.162,16.53,437.5,58.5
10/06/2019 11:30,35.4,3.971,19.93,15.348,15.55,166.2,56.54
10/06/2019 11:45,16.5,4.223,18.56,14.852,15.13,249.9,64.23
10/06/2019 12:00,28.68,4.52,16.04,14.809,15.27,299.1,59.47
10/06/2019 12:15,56.29,4.193,15.79,15.334,15.4,270.8,59.61
10/06/2019 12:30,63.11,4.556,17.18,14.955,14.98,257.9,62.79
10/06/2019 12:45,51.06,4.453,19.09,14.823,14.92,282.1,64.75
10/06/2019 13:00,52.89,4.078,16.86,14.234,14.22,182.7,70.4
10/06/2019 13:15,66.84,3.395,22.2,13.614,13.67,178.3,75.3
10/06/2019 13:30,54.44,3.612,18.68,13.428,13.47,235.7,80.3
10/06/2019 13:45,60.39,4.034,14.8,13.025,13.14,231.1,84
10/06/2019 14:00,63.84,3.706,28.3,13.062,13.21,211.8,84.9
10/06/2019 14:15,98.7,3.3,16.06,12.176,12.09,91.3,86.5
10/06/2019 14:30,120.3,3.33,13.12,11.402,11.35,82.5,89.3
10/06/2019 14:45,116.2,2.651,10.99,11.504,11.64,245.3,91.9
10/06/2019 15:00,103.5,1.837,21.96,12.862,12.87,274.7,92.4
10/06/2019 15:15,62.87,4.217,18.45,12.545,13.07,328.9,81
10/06/2019 15:30,76.8,3.134,17.65,13.276,13.25,137.6,82.9
10/06/2019 15:45,58.97,3.243,19.41,12.6170001,12.7,106,83.9
10/06/2019 16:00,52.37,2.573,11.94,12.453,12.68,134.7,84.4
10/06/2019 16:15,39.12,2.317,15.44,12.704,12.94,111.6,83.8
10/06/2019 16:30,37.81,2.371,18.77,12.576,12.79,94.7,84.2
10/06/2019 16:45,50.43,1.912,15.36,12.362,12.6,82.5,84.2
10/06/2019 17:00,79.7,2.188,25.99,12.227,12.38,47.1,85.7
10/06/2019 17:15,123.6,2.294,10.68,12.151,12.06,35.66,88.5
10/06/2019 17:30,144.4,1.835,17.37,11.878,11.81,27.85,89.9
10/06/2019 17:45,183.1,0.204,2.144,11.661,11.74,23.42,91.1
10/06/2019 18:00,341.6,0.868,29.2,11.633,12.03,22.23,91.5
10/06/2019 18:15,10.95,2.102,28.29,11.977,12.33,22.55,91.7
10/06/2019 18:30,355.2,2.356,25.75,12.088,12.44,20.6,91.8
10/06/2019 18:45,349.2,2.622,19.99,12.049,12.39,17.24,91.9
10/06/2019 19:00,354.6,2.886,24.66,12.035,12.37,17.62,91.6
10/06/2019 19:15,355.9,3.632,26.68,11.951,12.28,17.99,90.9
10/06/2019 19:30,3.263,3.079,19.13,12.02,12.27,16.19,90.6
10/06/2019 19:45,3.229,3.49,31.35,12.023,12.24,13.88,90.3
10/06/2019 20:00,5.203,3.488,23.98,11.98,12.17,11.63,89.8
10/06/2019 20:15,10.89,3.107,27.5,11.936,12.08,7.89,89.7
10/06/2019 20:30,11.17,2.815,24.83,11.825,11.99,5.324,89.4
10/06/2019 20:45,10.11,3.26,25.82,11.787,11.96,3.581,88.9
10/06/2019 21:00,10.18,3.157,19.14,11.721,11.9,2.682,88.5
10/06/2019 21:15,8.2,3.309,22.96,11.698,11.87,2.601,88.3
10/06/2019 21:30,2.287,3.63,21.3,11.729,11.87,2.197,89
10/06/2019 21:45,11.16,3.8,22.97,11.707,11.82,1.547,89.6
10/06/2019 22:00,358.5,3.749,22.58,11.477,11.62,0.092,89.7
10/06/2019 22:15,351.4,5.111,20.74,11.304,11.48,0.551,88.9
10/06/2019 22:30,356.4,4.665,23.48,11.362,11.49,1.187,89.3
10/06/2019 22:45,348.2,4.963,19.69,11.442,11.57,0.825,89.7
10/06/2019 23:00,354.2,4.362,18.01,11.479,11.59,0.826,89.9
10/06/2019 23:15,5.448,4.623,30.69,11.48,11.59,1.278,89.8
10/06/2019 23:30,6.331,4.795,26.35,11.535,11.63,1.695,90.1
10/06/2019 23:45,4.265,4.416,28.75,11.528,11.62,1.94,90.5
11/06/2019 00:00,6.601,4.509,25.55,11.574,11.66,2.194,90.5
11/06/2019 00:15,4.573,4.582,30.02,11.603,11.69,2.05,90.5
11/06/2019 00:30,5.267,4.045,24.58,11.566,11.67,1.942,90.4
11/06/2019 00:45,8.38,4.4,22.72,11.526,11.64,1.888,90.2
11/06/2019 01:00,9.94,4.128,26.23,11.573,11.66,1.258,90.6
11/06/2019 01:15,9.3,3.565,25.93,11.5,11.6,0.946,90.6
11/06/2019 01:30,4.124,3.92,24.86,11.407,11.57,0.487,89.9
11/06/2019 01:45,9.84,3.817,25.92,11.242,11.41,,89.5
11/06/2019 02:00,10.69,3.587,28.23,11.069,11.26,0.183,89
11/06/2019 02:15,6.541,3.832,25.97,10.991,11.19,0.684,88.2
11/06/2019 02:30,7.06,4.098,24.71,10.918,11.11,0.941,87.4
11/06/2019 02:45,9.89,3.641,20.54,10.915,11.08,1.131,87.1
11/06/2019 03:00,3.37,3.484,29.35,10.888,11.05,0.212,87.3
11/06/2019 03:15,7.3,4.149,28.3,10.809,10.99,,86.7
11/06/2019 03:30,9.25999,4.126,22.75,10.75,10.9,,86.9
11/06/2019 03:45,11.57,3.944,29.12,10.729,10.89,1.245,86.6
11/06/2019 04:00,8.2,4.305,19.48,10.806,10.98,1.558,85.1
11/06/2019 04:15,11.33,4.71,21.35,10.926,11.03,3.051,84.3
11/06/2019 04:30,12.13,4.911,22.99,11.0220001,11.1,7.82,83.6
11/06/2019 04:45,14.52,4.772,20.78,11.069,11.19,14.64,82.9
11/06/2019 05:00,12.41,4.593,24.68,11.131,11.25,32,82.6
11/06/2019 05:15,14.85,4.755,20.13,11.178,11.28,22.46,82.6
11/06/2019 05:30,9.63,6.003,21.56,11.105,11.2,31.44,82.4
11/06/2019 05:45,11.07,5.377,16.81,10.938,11.06,54.45,80.9
11/06/2019 06:00,15.19,4.74,24.44,11.047,11.18,60.2,79.9
11/06/2019 06:15,15.06,5.628,24.54,11.023,11.14,99,80.5
11/06/2019 06:30,19.65,5.853,23.87,10.787,10.93,68.17,80.7
11/06/2019 06:45,14.02,5.638,21.04,10.95,11.09,78.6,80.2
11/06/2019 07:00,13.97,5.106,22.32,11.106,11.28,71.7,79.8
11/06/2019 07:15,16.46,5.856,21.86,11.071,11.3,61.85,78.7
11/06/2019 07:30,10.12,5.646,19.39,11.071,11.32,81.8,78.6
11/06/2019 07:45,17.95,5.285,21.59,11.144,11.39,94.2,78.2
11/06/2019 08:00,16.62,5.294,26.39,11.158,11.39,93.2,77.7
11/06/2019 08:15,22.6,5.498,21.75,11.187,11.44,136.2,77.4
11/06/2019 08:30,17.73,4.925,22.21,11.514,11.74,151.6,77.7
11/06/2019 08:45,22.31,5.198,20.87,11.708,11.91,146.1,76.8
11/06/2019 09:00,13.5,4.059,23.09,11.372,11.55,111.3,80.7
11/06/2019 09:15,26.53,4.977,16.65,10.877,11.02,106.7,80.4
11/06/2019 09:30,27.68,5.29,17.28,11.048,11.18,141,79.7
11/06/2019 09:45,22.75,4.953,21.5,11.229,11.41,117.4,80.6
11/06/2019 10:00,23.84,4.793,21.02,11.183,11.41,115,80.4
11/06/2019 10:15,15.8,4.683,20.38,11.153,11.4,77,80.1
11/06/2019 10:30,15.29,4.332,21.84,11.173,11.39,65.3,80.5
11/06/2019 10:45,19.38,5.095,20.78,11.154,11.38,113.5,79.1
11/06/2019 11:00,26.81,4.63,22.59,11.259,11.47,106.1,78.6
11/06/2019 11:15,22.17,5.026,22.03,11.253,11.5,162.7,79
11/06/2019 11:30,24.33,4.684,20.05,11.085,11.25,142.8,81.8
11/06/2019 11:45,15.6,4.676,23.65,10.875,11.07,115.9,81.8
11/06/2019 12:00,10.96,5.082,19.81,11.018,11.21,143.1,82.8
11/06/2019 12:15,8.73,5.233,27.84,11.082,11.27,112.1,82.9
11/06/2019 12:30,10.9,5.449,25.79,11.07,11.24,91.4,82.9
11/06/2019 12:45,10.23,6.143,24.6,10.925,11.12,81.4,81.6
11/06/2019 13:00,14.71,5.78,24.41,10.915,11.15,99.5,80.1
11/06/2019 13:15,9.28,5.537,22.72,10.901,11.12,85.9,79.8
11/06/2019 13:30,10.38,5.543,17.97,10.793,10.99,86.7,80.5
11/06/2019 13:45,12.22,6.25,19.11,10.62,10.8,67.4401,81
11/06/2019 14:00,15.31,5.43,21.53,10.565,10.78,107.6,81.6
11/06/2019 14:15,13.7,4.737,19.93,10.569,10.75,106.8,83.2
11/06/2019 14:30,10.74,4.311,21.07,10.359,10.53,81.9,84.9
11/06/2019 14:45,10.41,4.82,24.82,10.279,10.54,89.6,85.3
11/06/2019 15:00,11.54,4.765,20.18,10.317,10.51,80.8,86.7
11/06/2019 15:15,10.98,4.481,21.11,10.278,10.48,120.9,87.5
11/06/2019 15:30,8.67,4.391,28.08,10.417,10.62,91.4,87.1
11/06/2019 15:45,8.03,4.853,21.89,10.359,10.51,83.6,88.1
11/06/2019 16:00,8.32001,4.827,28.84,10.286,10.44,91.6,88.3
11/06/2019 16:15,8.94,4.901,19.87,10.185,10.34,79.7,88.7
11/06/2019 16:30,12.14,4.787,21.97,10.074,10.23,69.97,89.1
11/06/2019 16:45,11.15,5.107,19.44,9.869,10.05,66.4401,89.9
11/06/2019 17:00,7.15,4.894,20.44,9.845,10.04,71.8,90.2
11/06/2019 17:15,7.12,5.092,23.54,9.76001,9.96001,67.89,90.3
